ID,Age,Customer_Segment,Region,Preferred_Channel,Employment_Status,Annual_Income,Spending_Score,Savings_Amount,Loan_Amount,Years_with_Bank,Transaction_Count,Online_Purchases,In_Person_Purchases,Customer_Tenure,Credit_Score,Avg_Transaction_Value,Num_Bounced_Checks,Account_Balance,Referral_Count,Loyalty_Score,Has_Credit_Card,Has_Loan,target
1242,26,Platinum,West,Branch,Unemployed,58929.85,95,6844.96,19812.68,15,27,9,19,5,389.47,55.18,0,0.0,4,10.0,1.0,1.0,1.0
1243,29,Gold,East,Branch,Retired,57564.06,53,2831.98,21146.74,12,25,10,16,14,346.24,83.33,0,4843.19,3,8.0,0.0,1.0,0.0
1244,26,Gold,South,Online,Employed,54526.88,56,2146.65,2465.76,14,27,8,19,12,494.8,70.16,1,2872.47,1,1.0,1.0,1.0,0.0
1245,36,Gold,East,Phone,Retired,64829.13,98,2704.44,22502.64,17,27,2,23,11,190.61,11.23,0,4229.58,0,10.0,1.0,1.0,0.0
1246,54,Platinum,North,Branch,Unemployed,56634.22,11,0.0,21709.37,13,23,12,24,2,368.49,70.89,0,2157.97,1,1.0,0.0,0.0,1.0
1247,34,Silver,West,Online,Self-Employed,41137.72,90,14793.54,10940.93,23,28,15,17,12,256.73,46.22,0,274.4,3,7.0,0.0,0.0,0.0
1248,57,Silver,West,Branch,Retired,46913.5,28,14610.23,16321.67,6,37,7,21,7,281.55,22.61,0,2611.83,1,6.0,1.0,1.0,1.0
1249,29,Silver,West,Online,Unemployed,49028.42,71,2215.1,24403.9,4,23,12,25,6,243.96,49.45,0,4148.7,5,10.0,0.0,1.0,0.0
1250,23,Platinum,West,Phone,Retired,61603.37,32,15791.72,24053.19,4,24,7,18,8,301.58,32.13,0,2922.05,1,4.0,0.0,1.0,1.0
1251,62,Gold,South,Online,Unemployed,54301.61,35,3617.59,6801.33,10,34,6,18,4,229.54,11.49,0,3988.43,2,9.0,1.0,1.0,1.0
1252,42,Silver,South,Branch,Unemployed,62823.56,99,10597.36,21298.77,17,37,11,23,5,147.7,80.57,1,6172.69,5,7.0,0.0,0.0,1.0
1253,66,Platinum,East,Branch,Self-Employed,46476.14,16,15445.78,12689.42,26,31,7,16,4,299.12,39.79,0,2077.5,3,9.0,1.0,0.0,0.0
1254,54,Silver,South,Phone,Retired,54917.17,73,13159.58,20606.97,23,30,8,14,11,358.89,23.3,1,6462.56,2,8.0,0.0,1.0,1.0
1255,35,Bronze,North,Phone,Self-Employed,61603.21,96,19743.56,28277.48,5,24,7,19,9,455.0,5.0,0,9761.0,2,1.0,1.0,0.0,0.0
1256,63,Silver,North,Branch,Self-Employed,40914.8,25,19580.38,21634.06,17,33,13,15,10,328.56,29.5,1,5601.91,1,5.0,0.0,0.0,1.0
1257,32,Silver,West,Branch,Retired,53154.55,27,8081.33,20037.33,27,29,7,15,3,208.53,40.1,0,4648.02,5,10.0,0.0,0.0,0.0
1258,63,Gold,North,Branch,Retired,29290.22,33,29178.5,19635.9,8,32,15,20,11,322.39,54.91,0,2463.7,3,3.0,0.0,1.0,0.0
1259,54,Platinum,East,Phone,Unemployed,40265.02,85,0.0,25876.24,21,36,11,18,13,280.42,76.8,0,3832.77,3,2.0,0.0,0.0,1.0
1260,40,Gold,South,Branch,Retired,45583.16,28,0.0,10412.28,26,36,5,22,11,240.26,84.35,0,5941.93,2,7.0,1.0,0.0,1.0
1261,35,Gold,South,Phone,Unemployed,57912.21,80,5847.8,13520.84,24,28,16,24,12,187.42,34.88,1,7488.96,0,2.0,1.0,1.0,1.0
1262,18,Gold,South,Branch,Unemployed,43999.14,70,18203.21,4597.86,6,35,9,16,7,438.16,83.02,0,7888.33,3,7.0,0.0,0.0,1.0
1263,47,Gold,North,Online,Unemployed,38648.29,80,15382.23,39935.05,28,32,15,16,11,341.05,60.75,0,6643.67,1,4.0,1.0,0.0,0.0
1264,35,Gold,South,Online,Unemployed,65106.77,12,11971.41,20907.6,4,35,13,17,14,331.17,49.79,0,1102.92,2,3.0,1.0,0.0,1.0
1265,46,Silver,West,Branch,Unemployed,64507.67,53,5758.5,25028.54,27,35,6,22,6,188.77,5.3,0,6012.66,0,1.0,1.0,1.0,1.0
1266,62,Gold,West,Online,Unemployed,81759.86,91,7701.06,38688.22,25,28,12,26,1,232.0,31.49,0,3399.63,5,9.0,0.0,1.0,1.0
1267,22,Gold,West,Phone,Retired,82567.89,61,9055.46,26689.86,17,34,10,23,4,325.33,73.78,0,1778.88,1,3.0,0.0,0.0,1.0
1268,50,Platinum,North,Online,Retired,49294.12,69,14580.33,23656.38,13,22,10,17,14,349.21,38.17,0,5810.46,4,9.0,1.0,0.0,0.0
1269,55,Bronze,South,Online,Employed,23963.99,90,10237.08,25995.85,0,33,17,24,13,49.81,85.53,0,1418.62,2,4.0,1.0,1.0,0.0
1270,48,Silver,North,Phone,Retired,52501.9,92,16456.31,9527.84,2,39,14,22,12,418.36,73.55,0,6211.1,1,7.0,0.0,1.0,0.0
1271,24,Silver,South,Online,Self-Employed,46841.98,5,13075.93,26006.31,2,33,9,20,10,372.37,72.83,0,5176.23,0,7.0,0.0,1.0,1.0
1272,68,Silver,East,Online,Employed,53117.58,94,0.0,20754.36,13,23,9,16,5,205.13,50.86,0,4295.63,1,9.0,1.0,1.0,1.0
1273,31,Gold,East,Branch,Retired,43379.34,54,8554.84,11874.86,8,24,2,26,3,333.42,72.57,0,6797.21,0,5.0,1.0,0.0,1.0
1274,41,Gold,North,Phone,Self-Employed,69478.12,36,8278.53,8061.27,9,38,10,18,1,339.4,39.41,1,5984.29,0,5.0,1.0,0.0,0.0
1275,57,Gold,West,Phone,Retired,40358.35,16,9142.65,18790.69,1,23,14,23,4,555.01,28.82,0,2470.46,0,9.0,1.0,0.0,0.0
1276,18,Platinum,North,Branch,Unemployed,51176.59,8,16270.4,29223.46,4,25,13,17,2,338.67,10.16,0,6530.02,3,4.0,1.0,0.0,1.0
1277,36,Bronze,West,Branch,Employed,52003.48,41,1183.23,0.0,14,29,6,14,9,509.93,91.18,1,5526.43,1,2.0,1.0,0.0,1.0
1278,20,Gold,South,Online,Unemployed,46775.68,15,1379.99,17646.19,27,31,8,14,6,477.04,54.31,0,1866.07,2,3.0,1.0,0.0,1.0
1279,57,Bronze,West,Online,Employed,63676.25,12,8071.88,10810.21,3,25,14,29,1,397.26,36.56,0,7885.07,0,9.0,1.0,1.0,1.0
1280,43,Platinum,West,Online,Employed,69321.14,19,0.0,17034.33,8,30,11,17,12,521.49,6.95,0,2134.63,3,2.0,1.0,0.0,0.0
1281,29,Silver,South,Branch,Unemployed,78286.83,29,2336.28,7295.74,7,24,11,22,3,280.99,93.57,0,6186.99,1,6.0,1.0,0.0,1.0
1282,26,Gold,East,Phone,Employed,46503.84,15,14583.76,0.0,23,30,8,28,13,156.46,32.84,1,8034.83,3,5.0,1.0,0.0,1.0
1283,19,Bronze,South,Online,Employed,39534.22,34,22101.84,31140.4,28,29,13,27,11,146.32,42.15,0,7423.33,4,4.0,1.0,1.0,0.0
1284,65,Bronze,North,Branch,Retired,44023.32,6,14367.26,42898.85,0,26,9,11,2,230.19,36.69,0,5965.11,2,5.0,1.0,0.0,0.0
1285,50,Gold,North,Phone,Self-Employed,88818.63,80,9273.39,27705.96,11,26,6,19,6,387.2,75.88,0,5919.51,1,2.0,0.0,1.0,1.0
1286,34,Silver,North,Branch,Unemployed,80811.43,80,9214.26,8602.54,25,30,9,22,1,150.42,5.0,0,2204.31,2,7.0,1.0,1.0,1.0
1287,50,Silver,North,Online,Retired,66238.06,95,24970.77,14763.77,4,30,12,19,2,310.09,35.71,0,8277.17,1,1.0,0.0,0.0,1.0
1288,66,Silver,North,Branch,Retired,54044.06,40,8125.24,17975.09,3,26,12,15,2,344.05,5.0,0,0.0,3,1.0,1.0,1.0,0.0
1289,31,Platinum,East,Branch,Unemployed,48149.84,38,0.0,21770.59,3,22,11,21,14,451.7,41.0,0,4813.05,2,5.0,0.0,1.0,1.0
1290,20,Bronze,East,Branch,Employed,42740.23,69,30415.43,15446.08,24,29,7,23,7,421.64,35.19,0,2541.16,2,6.0,1.0,1.0,1.0
1291,41,Bronze,West,Branch,Unemployed,48372.08,20,22846.18,32551.42,5,31,5,17,1,349.06,51.33,0,1957.06,3,1.0,0.0,0.0,1.0
1292,47,Bronze,North,Phone,Self-Employed,58262.19,89,11446.74,33033.19,6,34,8,12,11,294.58,53.52,0,3245.47,3,7.0,0.0,1.0,0.0
1293,48,Platinum,South,Online,Self-Employed,58815.42,97,13423.05,15399.42,27,31,11,16,3,538.91,5.08,0,5859.21,0,1.0,1.0,0.0,1.0
1294,42,Bronze,North,Phone,Unemployed,50739.92,68,19691.94,25929.36,18,26,6,16,12,436.65,12.99,0,2719.66,6,7.0,0.0,1.0,1.0
1295,67,Platinum,East,Branch,Retired,57486.66,39,13141.72,15661.11,10,31,14,24,14,223.77,76.71,1,2042.81,2,10.0,0.0,0.0,1.0
1296,19,Silver,North,Branch,Unemployed,63377.61,76,8799.08,14889.74,2,25,6,16,8,323.79,68.54,0,6966.31,3,6.0,1.0,0.0,1.0
1297,22,Gold,East,Online,Self-Employed,30059.61,24,13833.33,23081.51,11,26,8,19,1,166.93,78.46,0,6164.89,0,8.0,1.0,0.0,0.0
1298,35,Bronze,West,Online,Unemployed,37963.55,55,25999.61,17207.59,9,36,8,18,4,351.35,5.0,0,5085.16,3,1.0,0.0,0.0,0.0
1299,51,Bronze,West,Phone,Employed,61095.13,49,10066.52,34171.39,5,27,10,22,6,348.63,35.18,0,3546.08,2,2.0,1.0,0.0,1.0
1300,60,Silver,West,Phone,Unemployed,28837.97,62,21111.04,15898.86,27,26,14,30,6,206.09,26.99,0,2931.17,2,6.0,1.0,1.0,0.0
1301,33,Gold,East,Online,Retired,60302.87,85,0.0,21335.05,15,30,16,21,6,379.55,74.77,0,1114.17,0,6.0,0.0,1.0,1.0
1302,44,Platinum,North,Phone,Employed,53340.74,34,11559.75,20249.75,11,34,11,19,9,325.71,112.12,0,4153.59,3,10.0,1.0,0.0,1.0
1303,63,Gold,North,Branch,Self-Employed,21815.29,65,9147.55,28407.38,3,35,16,19,9,293.9,54.73,0,910.88,2,5.0,0.0,1.0,0.0
1304,49,Silver,South,Branch,Unemployed,48004.95,26,11762.38,28448.82,10,35,7,24,6,342.47,5.0,1,9963.28,0,5.0,1.0,1.0,1.0
1305,55,Silver,East,Online,Retired,83144.08,44,11046.42,33217.57,1,23,8,19,12,216.34,61.43,0,5169.73,2,8.0,0.0,0.0,0.0
1306,53,Gold,South,Phone,Retired,46407.14,82,16159.42,16623.27,4,23,9,23,2,221.1,26.23,0,4203.28,3,6.0,0.0,0.0,1.0
1307,30,Platinum,West,Branch,Self-Employed,53673.46,18,956.97,1306.77,8,30,9,20,1,296.17,60.18,0,6190.65,1,10.0,0.0,1.0,1.0
1308,43,Platinum,North,Online,Unemployed,55533.76,8,11182.29,19789.0,16,38,14,14,6,275.46,60.26,0,7048.51,0,8.0,1.0,0.0,1.0
1309,45,Bronze,East,Phone,Retired,52975.9,58,14189.53,20767.49,9,35,8,18,13,298.9,27.78,0,3777.33,1,8.0,1.0,1.0,1.0
1310,63,Platinum,South,Branch,Employed,58216.08,27,24154.62,14449.51,16,36,11,28,4,90.95,45.76,0,5851.05,0,4.0,1.0,1.0,1.0
1311,26,Gold,South,Phone,Unemployed,83472.48,30,10972.46,28101.68,0,28,12,19,10,375.66,46.0,0,6713.18,3,7.0,1.0,1.0,1.0
1312,39,Silver,South,Phone,Self-Employed,63234.3,12,983.38,26704.44,6,29,7,21,13,367.46,48.6,0,8290.35,1,9.0,0.0,1.0,0.0
1313,33,Bronze,North,Phone,Employed,36425.78,82,12567.46,33208.58,29,29,13,18,14,261.66,47.37,0,4506.27,3,1.0,1.0,1.0,0.0
1314,42,Bronze,North,Online,Unemployed,46747.59,77,10188.91,20854.22,8,28,12,20,11,417.7,55.69,0,5106.58,0,8.0,1.0,0.0,1.0
1315,53,Silver,North,Branch,Retired,72138.19,8,0.0,20559.52,22,29,11,16,6,492.51,26.71,0,3477.56,4,10.0,1.0,1.0,1.0
1316,46,Platinum,East,Online,Self-Employed,58303.54,14,1517.28,20130.41,25,31,10,26,8,264.53,15.23,0,6776.15,1,3.0,0.0,0.0,1.0
1317,18,Silver,North,Branch,Self-Employed,37729.97,36,9126.75,1194.42,7,28,10,13,8,257.21,46.12,0,9073.49,1,2.0,0.0,0.0,0.0
1318,54,Platinum,East,Branch,Unemployed,56002.54,96,0.0,16322.9,22,40,19,24,11,37.51,60.02,0,9149.89,2,3.0,0.0,1.0,1.0
1319,62,Silver,South,Online,Self-Employed,52906.98,75,7169.4,15829.77,15,35,7,16,9,221.31,42.18,0,9718.61,1,1.0,0.0,1.0,0.0
1320,68,Gold,South,Online,Employed,40627.48,52,10419.53,19201.51,19,38,10,21,5,256.35,44.29,0,9012.76,2,2.0,0.0,1.0,1.0
1321,38,Platinum,West,Branch,Unemployed,40042.5,49,10358.4,19918.21,24,27,4,21,13,232.1,54.89,0,5312.08,1,8.0,0.0,1.0,1.0
1322,18,Gold,North,Branch,Employed,70871.87,64,13471.96,20047.85,9,34,8,18,7,370.89,82.38,0,4336.52,2,5.0,0.0,1.0,1.0
1323,44,Bronze,South,Branch,Self-Employed,53340.74,34,11559.75,20249.75,11,34,11,19,9,325.71,112.12,0,4153.59,3,10.0,1.0,0.0,1.0
1324,33,Silver,North,Phone,Self-Employed,45730.62,50,24725.03,27174.38,19,20,15,16,10,404.44,28.38,0,4376.98,3,7.0,0.0,1.0,0.0
1325,49,Bronze,East,Branch,Self-Employed,45903.02,32,16979.44,28042.05,4,32,9,23,13,383.05,91.95,0,5092.5,4,6.0,1.0,0.0,1.0
1326,40,Bronze,South,Online,Employed,57583.08,97,15615.66,19313.95,19,24,13,12,1,361.36,110.54,0,3729.21,3,7.0,1.0,1.0,1.0
1327,19,Bronze,North,Online,Self-Employed,44524.17,64,11881.21,12063.28,25,39,8,29,9,381.63,25.57,0,3825.57,2,8.0,0.0,0.0,0.0
1328,23,Bronze,South,Online,Unemployed,53912.99,79,0.0,6053.83,4,37,10,13,2,316.8,57.59,0,2309.82,3,3.0,0.0,0.0,0.0
1329,24,Silver,South,Branch,Retired,67005.33,80,20506.42,19590.51,25,26,12,20,3,166.53,75.62,0,2697.16,4,2.0,0.0,0.0,1.0
1330,46,Bronze,North,Branch,Unemployed,65614.31,33,30533.42,18597.98,20,29,12,18,6,422.22,56.37,0,3421.61,0,4.0,0.0,0.0,0.0
1331,41,Silver,South,Phone,Retired,38417.77,43,14231.15,26338.96,0,29,7,32,1,251.87,30.51,0,7002.17,3,5.0,0.0,1.0,0.0
1332,47,Silver,South,Phone,Self-Employed,53851.75,57,14793.54,12038.41,4,35,10,24,9,251.62,81.4,0,8434.27,0,4.0,0.0,0.0,1.0
1333,56,Gold,South,Online,Unemployed,68140.54,99,10804.34,20083.49,11,28,9,18,11,353.65,23.19,1,7445.17,3,4.0,1.0,1.0,1.0
1334,38,Platinum,South,Phone,Employed,54895.72,99,487.08,20028.87,6,29,11,16,9,105.72,31.03,0,4137.47,1,7.0,1.0,1.0,1.0
1335,52,Platinum,East,Phone,Retired,48064.49,50,0.0,23450.28,9,38,7,22,12,447.58,6.9,0,8154.24,1,10.0,0.0,0.0,1.0
1336,31,Silver,South,Online,Employed,43379.34,54,8554.84,11874.86,8,24,2,26,3,333.42,72.57,0,6797.21,0,5.0,1.0,0.0,1.0
1337,33,Gold,West,Branch,Retired,29085.53,30,13944.53,19500.92,8,22,15,25,8,324.55,82.55,0,6905.21,0,5.0,1.0,1.0,0.0
1338,26,Silver,South,Phone,Self-Employed,34533.41,30,7609.31,24424.86,26,37,5,20,4,185.92,52.83,1,3234.15,1,1.0,1.0,0.0,0.0
1339,56,Silver,North,Branch,Unemployed,25927.94,1,15217.52,36919.06,14,35,14,22,5,289.98,37.53,0,4523.21,4,6.0,0.0,0.0,0.0
1340,61,Silver,West,Online,Retired,50045.9,88,14942.12,28084.06,21,36,14,21,1,149.96,84.39,1,2333.29,2,10.0,0.0,0.0,0.0
1341,18,Gold,East,Online,Unemployed,54294.1,94,1141.95,17672.76,29,28,9,19,7,484.55,88.03,1,6158.96,2,1.0,1.0,1.0,0.0
1342,25,Platinum,West,Phone,Retired,51242.49,32,16034.32,7574.07,24,36,8,25,12,337.88,13.8,0,2206.99,0,6.0,1.0,1.0,0.0
1343,47,Gold,West,Online,Retired,28998.93,18,0.0,1934.84,8,32,10,26,6,144.93,61.63,0,3664.39,1,2.0,1.0,1.0,0.0
1344,53,Bronze,West,Online,Self-Employed,42626.83,30,3607.12,20107.96,24,27,2,24,7,302.98,59.6,0,7779.6,0,7.0,0.0,1.0,1.0
1345,65,Gold,North,Online,Retired,67867.6,56,0.0,30116.18,10,26,11,27,14,531.25,11.1,0,5145.8,2,7.0,1.0,1.0,1.0
1346,34,Gold,North,Phone,Employed,74653.12,33,10369.52,23608.08,25,37,9,23,14,176.48,51.02,0,8312.73,5,4.0,1.0,0.0,0.0
1347,30,Gold,North,Phone,Retired,44483.23,86,12037.23,20691.11,17,28,10,13,10,397.07,47.62,0,0.0,2,1.0,0.0,1.0,1.0
1348,20,Gold,East,Phone,Retired,48783.94,66,0.0,7662.75,8,33,16,25,10,393.81,52.96,0,4024.75,1,6.0,0.0,1.0,1.0
1349,32,Platinum,North,Online,Retired,25717.66,99,7146.54,20111.05,5,37,13,18,8,42.99,40.3,0,5675.49,5,5.0,0.0,1.0,0.0
1350,58,Bronze,North,Branch,Self-Employed,60527.35,99,6064.65,21995.67,15,43,15,22,4,196.21,57.72,1,4434.14,2,8.0,0.0,0.0,0.0
1351,25,Platinum,West,Online,Unemployed,35908.05,36,4233.73,26964.12,0,20,11,18,5,345.93,54.67,1,13442.26,1,1.0,0.0,0.0,0.0
1352,36,Platinum,North,Phone,Unemployed,23073.06,27,3502.49,19953.03,22,36,7,28,13,268.49,47.89,0,4169.37,1,8.0,0.0,0.0,0.0
1353,28,Gold,South,Branch,Self-Employed,54020.76,70,20380.36,26545.59,9,28,12,25,13,281.37,5.0,1,8791.93,1,5.0,0.0,0.0,1.0
1354,29,Silver,North,Branch,Employed,44638.77,42,9247.97,34458.5,7,25,11,19,6,302.09,39.82,0,7944.54,3,9.0,1.0,1.0,0.0
1355,26,Silver,East,Phone,Employed,100666.52,41,8122.51,16587.01,4,30,9,24,5,328.2,72.07,0,2846.19,0,5.0,1.0,0.0,1.0
1356,63,Platinum,East,Branch,Self-Employed,23434.15,96,0.0,16605.27,19,24,6,19,14,166.48,50.21,0,3222.85,1,1.0,0.0,1.0,0.0
1357,64,Platinum,South,Branch,Unemployed,33942.38,65,18020.88,14074.72,12,30,4,14,13,232.21,76.57,0,9312.38,1,2.0,0.0,0.0,0.0
1358,67,Gold,East,Phone,Employed,71129.29,44,11466.13,14250.09,18,27,16,20,5,198.65,37.16,0,186.34,0,8.0,1.0,1.0,1.0
1359,57,Platinum,East,Branch,Self-Employed,52060.29,32,179.04,15600.53,2,28,8,23,10,303.58,32.35,1,3620.5,2,9.0,0.0,1.0,1.0
1360,66,Gold,West,Branch,Unemployed,51169.06,88,12502.74,21075.86,1,29,12,18,10,255.35,56.84,0,3272.81,0,8.0,0.0,1.0,1.0
1361,45,Silver,South,Phone,Employed,53170.95,66,11666.67,15248.81,22,24,5,12,9,160.66,50.25,0,9706.09,1,10.0,1.0,1.0,1.0
1362,28,Silver,West,Branch,Employed,52878.34,65,4821.34,21967.76,5,33,5,24,6,20.0,74.01,0,8000.22,3,10.0,1.0,1.0,1.0
1363,55,Bronze,West,Branch,Self-Employed,60106.53,42,6336.16,5655.89,29,30,10,23,9,304.1,60.86,1,3524.84,0,8.0,1.0,0.0,0.0
1364,43,Silver,North,Branch,Unemployed,24012.58,46,6193.94,28282.43,8,31,12,23,5,509.51,66.96,0,2885.07,0,3.0,0.0,0.0,0.0
1365,61,Platinum,South,Branch,Employed,51135.1,58,18902.93,32744.08,26,26,7,26,1,154.79,100.47,0,6177.44,3,6.0,0.0,1.0,0.0
1366,61,Silver,North,Phone,Self-Employed,61626.73,47,89.13,23913.18,17,22,9,18,8,80.78,54.31,0,1728.05,4,7.0,1.0,1.0,1.0
1367,57,Gold,North,Online,Employed,40939.55,17,19413.32,5584.46,11,28,5,24,12,286.37,38.77,0,4564.37,1,1.0,0.0,1.0,0.0
1368,68,Silver,West,Online,Unemployed,29666.87,67,4357.01,11893.87,27,29,13,26,5,374.92,80.44,0,1679.27,4,2.0,1.0,1.0,0.0
1369,22,Bronze,East,Branch,Retired,42048.66,21,23863.71,33814.78,4,26,11,22,14,275.74,66.98,0,4350.11,3,5.0,1.0,1.0,1.0
1370,30,Silver,South,Phone,Employed,40570.19,56,19800.33,30970.81,12,26,13,22,8,396.36,26.44,1,7894.7,3,2.0,1.0,0.0,1.0
1371,49,Gold,East,Phone,Unemployed,45434.83,7,11556.98,13864.18,9,33,7,24,11,282.15,39.07,0,5979.27,3,8.0,0.0,1.0,1.0
1372,22,Gold,West,Branch,Employed,69599.26,39,0.0,504.46,24,28,7,20,9,233.9,90.38,1,6600.48,1,10.0,1.0,0.0,1.0
1373,63,Platinum,West,Online,Retired,58216.08,27,24154.62,14449.51,16,36,11,28,4,90.95,45.76,0,5851.05,0,4.0,1.0,1.0,1.0
1374,21,Silver,West,Branch,Retired,48946.69,56,7494.78,13177.63,19,24,9,26,1,260.07,47.48,0,3224.71,1,5.0,0.0,1.0,1.0
1375,29,Gold,West,Phone,Employed,42756.83,16,9562.97,14989.62,12,27,10,14,12,399.75,17.45,0,7094.9,3,1.0,0.0,1.0,0.0
1376,58,Bronze,West,Phone,Self-Employed,75165.26,58,0.0,27599.39,5,30,9,19,12,247.74,45.44,0,7620.06,2,3.0,1.0,0.0,1.0
1377,66,Platinum,West,Online,Employed,65441.61,30,1935.16,19996.51,19,29,10,18,8,320.78,70.22,0,4326.42,0,1.0,1.0,0.0,1.0
1378,40,Bronze,East,Phone,Unemployed,50201.31,9,9162.32,24889.46,26,34,13,21,12,186.89,99.33,1,8714.89,2,2.0,0.0,0.0,0.0
1379,62,Silver,North,Phone,Self-Employed,42445.25,63,1785.74,10744.89,21,31,12,22,7,239.68,50.89,0,1779.9,4,9.0,0.0,0.0,1.0
1380,42,Silver,East,Phone,Unemployed,49130.54,37,12782.74,20686.58,21,35,15,17,11,392.25,23.05,0,732.89,3,6.0,1.0,0.0,1.0
1381,47,Silver,South,Online,Unemployed,63142.61,23,2138.86,18481.31,2,29,10,19,4,276.32,50.37,0,3877.65,0,9.0,0.0,0.0,1.0
1382,58,Platinum,East,Phone,Self-Employed,72171.08,44,11025.52,30762.9,5,29,9,19,8,338.49,18.86,0,5700.79,2,7.0,1.0,1.0,0.0
1383,60,Gold,West,Branch,Retired,50613.87,48,8486.14,19462.38,3,27,11,22,2,210.19,51.38,0,6921.5,4,3.0,1.0,1.0,1.0
1384,41,Platinum,East,Online,Unemployed,48292.81,19,4204.43,17170.84,1,26,6,18,13,570.79,56.44,0,5455.9,0,8.0,0.0,0.0,1.0
1385,53,Bronze,North,Branch,Employed,29980.84,61,8059.41,25788.86,4,31,9,23,3,374.49,53.08,0,6169.38,2,10.0,1.0,1.0,0.0
1386,39,Platinum,South,Branch,Retired,67714.85,44,4245.76,34166.91,8,31,11,22,3,332.77,44.27,1,1216.18,3,5.0,0.0,1.0,0.0
1387,24,Bronze,East,Online,Retired,57811.34,76,13285.4,24760.9,28,28,10,17,8,536.88,97.17,0,3539.98,1,2.0,0.0,1.0,1.0
1388,59,Platinum,North,Branch,Self-Employed,50743.88,92,3602.64,4004.44,8,17,10,32,13,420.18,26.75,0,8003.26,3,1.0,1.0,0.0,0.0
1389,22,Gold,East,Online,Employed,82567.89,61,9055.46,26689.86,17,34,10,23,4,325.33,73.78,0,1778.88,1,3.0,0.0,0.0,1.0
1390,39,Bronze,South,Branch,Employed,73101.62,59,11714.81,10718.66,13,33,6,12,4,122.44,27.46,0,9910.53,5,7.0,0.0,0.0,1.0
1391,61,Silver,East,Online,Retired,41649.23,41,15945.5,14740.02,29,28,10,17,6,242.6,8.75,0,8844.56,0,10.0,0.0,0.0,1.0
1392,63,Silver,West,Phone,Unemployed,25732.99,25,12325.34,32449.99,18,38,10,14,1,123.54,57.08,0,8481.61,2,2.0,0.0,0.0,0.0
1393,68,Platinum,East,Phone,Unemployed,51988.97,56,8865.21,39770.26,28,33,12,25,6,203.02,9.65,0,8231.35,1,9.0,0.0,1.0,1.0
1394,59,Silver,North,Branch,Employed,68224.16,97,735.58,0.0,20,32,9,18,8,325.66,66.0,0,5866.87,4,10.0,0.0,0.0,0.0
1395,26,Bronze,East,Phone,Retired,68240.1,83,11623.87,20675.95,21,30,7,21,12,418.48,35.48,1,0.0,1,6.0,1.0,1.0,1.0
1396,68,Silver,North,Online,Retired,22765.27,59,25721.91,48613.53,21,30,7,17,5,347.57,89.01,0,622.05,0,10.0,0.0,1.0,0.0
1397,37,Gold,South,Branch,Retired,40890.15,28,19953.33,9496.19,15,32,12,17,3,256.57,44.02,0,7421.27,3,9.0,0.0,1.0,1.0
1398,42,Gold,East,Phone,Self-Employed,51114.11,98,5554.15,23764.0,2,40,7,17,2,204.97,84.99,1,5526.86,0,2.0,0.0,1.0,1.0
1399,68,Platinum,South,Phone,Employed,73247.28,71,101.71,21673.15,23,30,10,15,6,414.0,74.12,0,3539.61,1,2.0,0.0,0.0,1.0
1400,54,Bronze,South,Branch,Employed,45445.61,8,21219.9,5719.27,10,29,17,26,11,263.92,60.55,0,3090.76,5,4.0,0.0,1.0,0.0
1401,48,Gold,East,Phone,Unemployed,47311.23,89,8453.13,0.0,10,24,9,10,14,439.67,89.59,0,6369.7,3,3.0,0.0,0.0,0.0
1402,34,Gold,North,Phone,Unemployed,39725.06,86,15441.26,18691.6,17,29,6,18,8,92.12,58.61,0,6586.44,1,2.0,1.0,0.0,0.0
1403,42,Bronze,South,Branch,Employed,62823.56,99,10597.36,21298.77,17,37,11,23,5,147.7,80.57,1,6172.69,5,7.0,0.0,0.0,1.0
1404,68,Silver,East,Phone,Unemployed,74194.67,77,14220.28,28255.18,17,26,13,16,12,296.37,70.58,0,8008.44,1,2.0,0.0,1.0,1.0
1405,40,Platinum,East,Phone,Employed,76949.98,79,13582.55,12449.95,15,29,6,23,1,506.19,17.83,0,1756.43,0,10.0,1.0,1.0,1.0
1406,36,Silver,East,Phone,Unemployed,51567.71,83,4863.29,20870.24,23,28,8,14,4,324.34,79.75,0,5110.38,2,5.0,0.0,0.0,1.0
1407,53,Bronze,East,Branch,Employed,58166.9,44,8114.25,16306.17,24,34,12,22,2,413.58,58.32,0,5365.33,1,8.0,0.0,0.0,1.0
1408,37,Gold,East,Online,Self-Employed,46581.74,47,20105.99,25808.24,15,36,8,21,10,273.08,52.03,0,1774.85,1,7.0,1.0,1.0,1.0
1409,33,Silver,West,Online,Self-Employed,55707.8,52,332.83,0.0,5,29,12,14,7,187.29,70.98,0,2229.52,1,7.0,0.0,0.0,0.0
1410,40,Platinum,East,Phone,Retired,17586.31,72,10547.64,3158.69,19,30,16,18,7,190.72,17.8,0,6095.33,0,3.0,0.0,1.0,0.0
1411,29,Silver,North,Phone,Employed,52707.02,84,8338.54,20657.98,25,31,12,18,4,303.05,69.36,1,661.9,3,2.0,1.0,0.0,0.0
1412,69,Bronze,South,Online,Unemployed,36107.55,4,8569.83,1814.19,17,27,10,14,10,208.21,58.06,1,0.0,2,2.0,0.0,0.0,0.0
1413,24,Platinum,North,Phone,Employed,56827.2,61,17729.02,24279.71,4,33,3,19,2,166.64,76.53,0,8741.35,2,7.0,1.0,0.0,1.0
